,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-947.6748644080592,-1321.993120914293,-748.3491845940167,-1446.5471105962706,-1056.3787034584936,-1397.4314660861567,-1046.7433259978852,-1336.0509205154656,-1263.8204370885824,-710.5982464491698,-988.615535600181,-1465.6880951211158,-807.1106376554983,-1438.8092974958547,-1065.6438855687793,-988.742553627123,-1120.018710994751,-874.6539531709078,-1041.1363463183409,-680.4939239089133,-1058.4417011751195,-1262.8709606140005,-550.2775298930768,-806.2690075564082,-654.8792550865688,-1183.5269147166991,-815.5629395211848,-1074.8769367107527,-1334.1271724785536,-1254.6867065021058,-1058.3689205861672
1,-1113.066669522384,-1259.5468928276382,-1308.6891893112988,-941.4132595130756,-853.4048381485476,-658.5522597112708,-598.3651749218634,-1492.8338600321622,-718.8807413078999,-1023.057555771054,-1059.557715696175,-964.4386937774198,-917.3982256314225,-767.0550330711742,-1291.6050046089263,-980.4615557939467,-1229.7477589110815,-979.1694083606204,-1238.0687253785563,-1401.6210657789056,-1055.9167871524937,-605.0707267155208,-1278.262659076317,-935.0036944174965,-1167.1878893554542,-713.0606329569652,-1362.3278239601723,-526.3926769162741,-1469.5330752419995,-1148.4545367883316,-793.6082404626635
2,-1116.2498346779394,-645.7473295255916,-1070.1523478515494,-1149.8244534288497,-514.1344963970146,-804.5362593070878,-1211.0845460537028,-746.8675491503409,-617.2137951124803,-1442.6276682742773,-1135.5971188774984,-1082.6150101489093,-806.7119710960706,-1032.9766159554042,-1226.4368623770533,-1008.7876967051686,-977.7598170002341,-737.8326327095081,-1260.2606760333344,-832.2543251339725,-1367.1067808506684,-582.4342813988636,-825.7126007472502,-970.21044979503,-1337.5514930640513,-1432.7229177368295,-1354.083088409799,-885.2429447887389,-1410.107221771255,-913.3643757682692,-539.1821867678557
3,-679.6118982011078,-752.4218605087636,-1302.7546201702032,-582.2045458689428,-518.9317567429198,-1472.6236801269663,-528.9385318606423,-1271.9199710094756,-786.878171655835,-504.093474134246,-723.9822894404822,-885.8622345244258,-771.6781334080197,-1106.543648125484,-784.6972999826052,-1303.1975378967377,-893.9392910893981,-967.9351162495503,-1312.2477849700624,-743.20997924635,-960.8590358236637,-1462.6813635840301,-807.1270864065322,-843.3666567678456,-938.4702035802217,-1161.7519175671341,-619.0969094229222,-1375.281279154582,-1080.6179941048583,-1182.309391271737,-1435.311174834678
4,-1109.9621988976564,-1116.1459865871839,-565.6484914543092,-700.8633687579132,-573.8496050160247,-944.1090098969233,-578.5379592802705,-1062.197665091216,-777.3132060980782,-1454.9299705980236,-1197.9684942762926,-521.4081797655963,-1229.201718520454,-727.8278410172993,-629.87695653818,-920.5099988609354,-1405.1660815359583,-718.7485083575509,-1487.8573200901894,-1449.4774601486704,-1281.0181578494075,-922.5681075563101,-610.8180698136746,-559.7390478888731,-855.1512783071648,-793.6079673289069,-1086.226852857816,-626.9703345313578,-603.7130042870799,-1009.4356718139842,-1042.915800821019
5,-1481.3719444812468,-1307.9024762806548,-586.3956961152097,-563.6714729154678,-1158.0806119426863,-1163.4745239815666,-1474.6679180419062,-1471.917877069268,-1135.7039014321572,-867.0109455292168,-685.7856549735461,-1487.5704896663667,-1235.1158052481464,-1433.9598533504945,-958.0555138299409,-1198.6976571441835,-1386.6735479016234,-993.4464169907079,-1203.209951887863,-857.5336646832626,-1412.485017209548,-1173.376385052591,-885.7787963534458,-643.9190965505684,-590.8933811359323,-1005.8364191928237,-814.8898152181955,-521.0716860460809,-1339.9148411765195,-985.9769099748214,-809.404101800504
6,-794.5581874442375,-1402.628407656513,-658.2336406039744,-1486.2576300131266,-660.4452563051896,-994.9616526389339,-640.0550930067316,-1298.1380827151743,-1013.3999814794215,-718.8759615988536,-735.1080246362575,-1004.610512439353,-724.1156966735869,-1488.106437150224,-775.794416234356,-1329.3458743694412,-1405.4187616805068,-1143.7333346007392,-1251.5541543098727,-1366.9579814573758,-637.4110124692712,-1269.4170270891702,-988.8696308895987,-1044.0927644089631,-1218.5556467236952,-596.2459287812146,-924.5531656970431,-762.3629471366402,-730.1597599919529,-548.7799526662699,-783.7680421864203
7,-1107.8508320380156,-798.045448498234,-680.1406453768502,-1149.965626074987,-1239.3252701417468,-616.0977537249104,-1224.218611471686,-1186.3940183326342,-1219.7643800068045,-1090.7440412536475,-819.5689615970717,-620.2218666091767,-1350.239011424494,-980.0995913713724,-1189.8924785171034,-790.2061135872978,-1284.0774930632062,-1184.5354210893106,-912.2214586114422,-1129.6731619370937,-903.5562471529391,-1064.0087156101113,-1461.5697325174967,-740.5352464458956,-1420.6968735701162,-535.1281567901269,-926.5191365466806,-1479.6392550544444,-623.1584669760865,-1068.5395778774273,-870.778937364693
8,-1082.0984453298538,-1242.3857770139873,-1192.4882338688635,-1499.104194708855,-744.8344959620118,-1384.3019625907384,-534.7473207870682,-1176.277334797839,-980.0107625550361,-934.1518815898771,-1140.6990975915771,-988.7153616399871,-1468.2434195336411,-1487.7008434916786,-1110.2744806088567,-899.5771182824499,-1279.0269522843412,-1011.6981449340847,-1285.3596952715454,-1472.873690475396,-911.9608190136424,-933.6662944249059,-504.87318674936284,-1239.0706110971764,-766.709319348189,-875.7674321897972,-1313.6328179477318,-875.2313634822362,-897.7204463870104,-766.7102975049038,-1237.3697692556536
9,-1430.4272462909457,-1109.790890592786,-1020.0410982168632,-1116.3096636888502,-778.3574625380428,-1378.4535722600115,-1440.378436910354,-698.8597359133958,-1110.2851630311095,-620.8498876831915,-1102.5392650888805,-618.377844414246,-1368.2079524430428,-590.3305386784062,-1204.6557985062605,-816.3043250261253,-1266.9323508195116,-537.2772286081857,-1010.0898549967646,-870.4481775932067,-1181.532603888038,-944.7928707861728,-806.7706703951458,-703.3364470529771,-648.0282652323633,-937.4557688265945,-1444.301270624558,-1381.816995176142,-738.811190577244,-1407.944317586664,-615.7220779418003
